text,label,clean_text,stem_porter,stem_lancaster,stem_snowball,stem_regexp,lemma
@user She was winning this war that had been raging on inside of his mind. The desire and love all rolling into something he -,0,winning war raging inside mind desire love rolling something,win war rage insid mind desir love roll someth,win war rag insid mind desir lov rol someth,win war rage insid mind desir love roll someth,winn war rag inside mind desire love roll someth,win war rag inside mind desire love roll something
Our soldiers in war zones are held to a higher level of rules of engagement than our police officers.,3,soldiers war bones held higher level rules engagement police officers,soldier war bone held higher level rule engag polic offic,soldy war bon held high level rul eng pol off,soldier war bone held higher level rule engag polic offic,soldier war bon held higher level rul engagement police officer,soldier war bone hold high level rule engagement police officer
@user  I don't think Monalisa has respect for anyone but herself! I think she'll ruffle a few feathers. #TheJail,0,dont think monalisa respect anyone think shell ruffle feathers thecal,dont think monalisa respect anyon think shell ruffl feather thecal,dont think monalis respect anyon think shel ruffl feath thec,dont think monalisa respect anyon think shell ruffl feather thecal,dont think monalisa respect anyone think shell ruffle feather thecal,do not think monalisa respect anyone think shell ruffle feather thecal
You don't know how to love me when you're sober #sober #selenagomez #revival,3,dont know love sober sober selenagomez revival,dont know love sober sober selenagomez reviv,dont know lov sob sob selenagomez rev,dont know love sober sober selenagomez reviv,dont know love sober sober selenagomez revival,do not know love sober sober selenagomez revival
Hey @user - how do I find my play history on new #ios10 #appleMusic #music #lost,3,hey find play history new applemusic music lost,hey find play histori new applemus music lost,hey find play hist new applemus mus lost,hey find play histori new applemus music lost,hey find play history new applemusic music lost,hey find play history new applemusic music lose
Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage,0,wee pop socks keep falling inside shoes rage,wee pop sock keep fall insid shoe rage,wee pop sock keep fal insid sho rag,wee pop sock keep fall insid shoe rage,wee pop sock keep fall inside sho rage,wee pop sock keep fall inside shoe rage
"Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma",3,really planned making video week died phone broke truck died depression took wondering parma,realli plan make video week die phone broke truck die depress took wonder parma,real plan mak video week died phon brok truck died depress took wond parm,realli plan make video week die phone broke truck die depress took wonder parma,real plann mak video week di phone broke truck di depression took wonder parma,really plan make video week die phone broke truck die depression take wonder parma
me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n#pictureday2016 #smile #ornot,1,taking picture awkward silence picture day awkward smilenconclusion stop smiling npictureday smile,take pictur awkward silenc pictur day awkward smilenconclus stop smile npictureday smile,tak pict awkward sil pict day awkward smilenconclud stop smil npictureday smil,take pictur awkward silenc pictur day awkward smilenconclus stop smile npictureday smile,tak picture awkward silence picture day awkward smilenconclusion stop smil npictureday smile,take picture awkward silence picture day awkward smilenconclusion stop smile npictureday smile
"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums",1,radio told lady gage going country like beetles decided opera singing final albums,radio told ladi gage go countri like beetl decid opera sing final album,radio told lady gag going country lik beetl decid oper sing fin album,radio told ladi gage go countri like beetl decid opera sing final album,radio told lady gage go country like beetl decid opera sing final album,radio tell lady gage go country like beetle decide opera singing final album
It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad #ourworld,3,sad man leaves work little bit late worst fear get stopped police sad ourworld,sad man leav work littl bit late worst fear get stop polic sad ourworld,sad man leav work littl bit lat worst fear get stop pol sad ourworld,sad man leav work littl bit late worst fear get stop polic sad ourworld,sad man leav work little bit late worst fear get stopp police sad ourworld,sad man leave work little bit late bad fear get stop police sad ourworld
Dates in the glove box' is pure panic excuse #GBBO,3,dates glove box pure panic excuse go,date glove box pure panic excus go,dat glov box pur pan excus go,date glove box pure panic excus go,dat glove box pure panic excuse go,date glove box pure panic excuse go
jamming out to fury in math class wanting to die hbu,0,farming fury path class wanting die bu,farm furi path class want die bu,farm fury path class want die bu,farm furi path class want die bu,farm fury path clas want die bu,farm fury path class wanting die bu
"#Pakistan is ‘terrorist state’, carries out #war crimes: #India to @user #terrorism #UN",0,parisian terrorist state carries war crimes india terrorist,parisian terrorist state carri war crime india terrorist,par ter stat carry war crim ind ter,parisian terrorist state carri war crime india terrorist,parisian terrorist state carri war crim india terrorist,parisian terrorist state carry war crime india terrorist
@user is his shoulder a legit concern? 'Expects to play' isn't reassuring 2 games into the season after having shoulder problems.,3,shoulder left concern expects play reassuring games season shoulder problems,shoulder left concern expect play reassur game season shoulder problem,should left concern expect play reass gam season should problem,shoulder left concern expect play reassur game season shoulder problem,shoulder left concern expect play reassur gam season shoulder problem,shoulder leave concern expect play reassuring game season shoulder problem
@user left wing panic because Hillary is weak and they know it this is a revolution a movement nothings going to help the left TrumpPence,0,left wing panic axillary weak know revolution movement nothing going help left trumppence,left wing panic axillari weak know revolut movement noth go help left trumppenc,left wing pan axil weak know revolv mov noth going help left trump,left wing panic axillari weak know revolut movement noth go help left trumppenc,left w panic axillary weak know revolution movement noth go help left trumppence,left wing panic axillary weak know revolution movement nothing go help leave trumppence
